"","y","a","z","x.1","x.2","x.3","x.4","y0","yplus","ymin","aplus","amin"
"1",1.31013942537088,1,66.7319669871643,-0.395930402598455,-0.927224936074137,-0.208750977161441,-1.05377385569334,0.310139425370876,1.31013942537088,1.31013942537088,1,1
"2",1.22085455852621,0,54.6555169577318,1.16825937816535,0.408839323645033,-1.00291575031172,0.602805773518807,1.22085455852621,1.22085455852621,1.22085455852621,0,0
"3",1.11366537300813,1,48.8652490100172,0.419899870503871,-0.0555100551355608,-1.43055406378725,0.536349223478756,0.113665373008129,1.11366537300813,1.11366537300813,1,1
"4",1.20630605480197,1,59.3200451847026,-0.250625961640129,0.431009350473854,1.08060389458369,0.824080162461093,0.20630605480197,1.20630605480197,1.20630605480197,1,1
"5",1.16043605960692,0,35.8029832981106,0.526854532005656,0.784514240723616,0.618188355446003,-0.346091476528511,1.16043605960692,1.16043605960692,1.16043605960692,0,0
"6",0.413913257065194,1,54.8607628261916,1.00815795142689,-2.65122750253209,0.228682606933274,0.210696796344786,-0.586086742934806,0.413913257065194,0.413913257065194,1,1
"7",1.27629153928487,1,25.4914681089755,1.21158829350699,-0.806618684883197,1.15107561133897,0.137500266283864,0.276291539284873,1.27629153928487,0.276291539284873,1,0
"8",0.659313707238947,0,43.2068295899178,-0.2235064040952,2.44139828616662,-0.14961815697925,-1.7112012080125,0.659313707238947,1.65931370723895,0.659313707238947,1,0
"9",0.846240763393761,1,28.1474716869362,-0.435002820350472,-0.162849023688723,-1.07332627963693,-2.02290747206716,-0.153759236606239,0.846240763393761,0.846240763393761,1,1
"10",1.41093480240684,1,58.2274872234955,0.189804417981373,0.547621323078414,0.0696045656365818,2.23838747160594,0.410934802406843,1.41093480240684,1.41093480240684,1,1
"11",-0.688011150954592,1,44.3587700437091,-0.301545206897867,-0.751653058492062,-0.997072675550951,-0.0418482412734677,-1.68801115095459,-0.688011150954592,-0.688011150954592,1,1
"12",-0.605310735107905,1,39.8128956514873,0.65864030057253,-1.5891644127269,-0.674162577570029,0.594864662217197,-1.60531073510791,-0.605310735107905,-0.605310735107905,1,1
"13",0.206235368211435,1,37.155167223484,0.172819294097996,0.327534936322496,-0.226758177861149,-1.2400763615031,-0.793764631788565,0.206235368211435,0.206235368211435,1,1
"14",-0.525790910250951,1,55.0189838680288,2.12183621581011,1.94411302742312,-1.04501751335663,1.1394025418214,-1.52579091025095,-0.525790910250951,-0.525790910250951,1,1
